"MassFeature","mz","rt","column","z","MS2"
"I229.1549R0.89",229.1548527,53.12191974,"RP",1,"125.07111, 100; 80.94849, 82.5; 182.95721, 70.3; 141.0005, 41.6; 228.23242, 35.6; 169.06082, 35.3; 60.08148, 33.8; 228.9245, 23.9; 218.64711, 20.2; 84.96032, 19.6; 229.14114, 18.6; 82.94551, 18.2; 181.96088, 17.5; 218.63359, 16.9; 170.02739, 13.9; 183.9579, 8; 206.9222, 6.5; 210.91389, 6.5; 71.04989, 6.4; 181.94879, 6.3; 163.9386, 5.9; 141.06615, 5.6; 229.23566, 5.3; 200.9678, 5.2; 228.12306, 5.1; 126.07458, 4.9; 187.08179, 4.8; 95.04974, 4.1; 141.04761, 4.1; 131.00565, 4.1; 70.06586, 4.1; 111.85618, 4; 184.14482, 4; 175.4863, 3.9; 195.46263, 3.8; 151.0504, 3.7; 82.07456, 3.7; 196.83658, 3.5; 66.71882, 3.5; 170.96448, 3.4; 94.79282, 3"
"I237.1235R1.65",237.1235356,98.7078316,"RP",1,NA
"I240.1092R0.94",240.1092399,56.47903286,"RP",1,"241.15471, 100; 219.17343, 92.2; 216.90097, 91.9; 89.0603, 67.2; 84.96037, 59.2; 240.03513, 49; 195.12346, 39.1; 235.03004, 18.8; 133.08614, 18.6; 241.10518, 17.9; 80.94857, 17.8; 241.0311, 17.2; 234.96118, 16.1; 82.94552, 15.8; 217.01944, 15.4; 198.92641, 14.7; 164.92058, 14.7; 218.01447, 14.4; 240.12331, 13.2; 136.07593, 13.1; 234.91125, 12.3; 177.11241, 12.2; 258.04681, 12.1; 198.89098, 12; 180.89459, 11.6; 216.91353, 11.3; 194.92508, 11; 123.44623, 11; 59.12874, 10.6; 112.01373, 10.5; 216.01729, 10.5; 162.47649, 9.8; 223.30164, 9.8; 145.26106, 9.7; 158.87457, 9.7; 217.90109, 9.6; 102.97097, 9.6; 192.6909, 9.2; 219.65244, 9.1; 120.1254, 9; 56.33799, 8.9; 53.07572, 8.8; 54.87432, 8.7; 76.88104, 8.4; 59.15137, 8.3; 127.1526, 8.2; 73.38599, 8.1; 189.06091, 8.1; 222.89894, 8.1; 183.12642, 8.1; 216.27675, 8; 167.24321, 7.9"
"I241.0297R0.89",241.029716,53.25975575,"RP",1,"241.15471, 100; 80.94848, 12.1; 218.98364, 8.7; 242.15825, 6.9; 196.08258, 6.7; 164.92058, 5.6; 219.25806, 5.4; 180.89453, 5.3; 84.96026, 3.4; 219.27089, 2.9; 82.94539, 2; 168.08809, 1.6; 241.03027, 1.6; 196.09732, 1.4; 218.89713, 1.3; 165.06485, 1.2; 200.92334, 1.1; 218.01466, 1.1; 63.98944, 1; 129.10245, 1; 51.45927, 1; 54.13159, 1; 102.28491, 1; 223.1649, 1; 77.58957, 1; 204.61694, 1; 50.94042, 0.9; 203.98557, 0.9; 202.98039, 0.9; 210.327, 0.9; 255.76656, 0.9; 255.75108, 0.9; 124.32909, 0.9; 97.98653, 0.9; 119.53614, 0.8; 50.09364, 0.8"
"I245.1588R2.3",245.158845,138.0565836,"RP",1,"86.09705, 100; 245.15881, 7.3; 87.10023, 2.4; 132.10201, 2.4; 222.64636, 2; 69.07058, 1.6; 222.63306, 1.6; 198.92555, 1.3; 128.01952, 1.3; 214.59428, 1.2; 201.15883, 1.2; 79.49013, 1.2; 242.43701, 1.2; 115.0392, 1.2; 98.08281, 1.1; 107.52654, 1.1; 54.88218, 1.1; 123.50495, 1.1; 120.95995, 1.1; 99.30468, 1; 110.81224, 1; 56.50413, 1; 67.05922, 1; 51.83529, 1"
"I245.1861R2.33",245.1861472,139.6494184,"RP",1,NA
"I245.1862R2.58",245.1861622,154.8680418,"RP",1,NA
"I248.9764R0.9",248.9764101,54.08870611,"RP",1,NA
"I260.1131R1.01",260.1131165,60.39523365,"RP",1,"260.11304, 100; 214.10754, 52.6; 214.90367, 37.6; 152.07069, 28.6; 86.09708, 25.9; 182.0813, 19.5; 154.08646, 19.4; 224.09161, 16.7; 160.09702, 15.6; 82.94553, 14.7; 196.89299, 14; 84.96039, 11.5; 186.0761, 9.8; 219.26263, 8.9; 80.94851, 8.7; 232.91406, 8.2; 242.1019, 7.6; 261.11703, 7.5; 212.09181, 7.5; 200.09183, 7.4; 210.07626, 6.6; 180.06554, 6.5; 172.94267, 6.2; 125.05982, 5.7; 148.06035, 5.3; 130.08636, 5; 184.0966, 4.8; 136.0757, 4.5; 122.06023, 4.1; 195.95869, 2.3; 150.05489, 2.3; 100.0761, 2.2; 232.08185, 2.2; 94.06551, 2.1; 168.06532, 2.1; 154.93222, 2.1; 196.09705, 2.1; 90.0554, 2; 124.07598, 1.9; 164.07088, 1.7; 147.11298, 1.7; 84.08121, 1.6; 213.96965, 1.6; 219.0484, 1.5; 190.9539, 1.5; 215.11089, 1.5; 97.06532, 1.4; 102.02036, 1.4; 245.08884, 1.3; 169.073, 1.2; 111.04464, 1.2; 129.10246, 1.2; 199.04449, 1.2; 140.07068, 1.2; 153.07378, 1.2; 183.08858, 1.1; 214.07085, 1.1; 61.53871, 1.1; 151.07632, 1; 126.05502, 1; 147.71426, 1; 106.153, 1; 164.32803, 1; 95.04987, 1; 122.11594, 1; 72.82729, 0.9; 58.71291, 0.9; 148.5421, 0.9"
"I261.1311R1.29",261.1311356,77.14754025,"RP",1,"261.13086, 100; 239.03358, 12.9; 86.09705, 8.2; 216.01765, 6.3; 262.13434, 6; 132.10201, 4.4; 234.02798, 3.5; 214.90366, 3.2; 257.04401, 2.9; 84.04507, 2.6; 218.15419, 2.2; 196.89339, 1.7; 198.11259, 1.5; 84.96027, 1.3; 130.04996, 1.2; 82.94543, 1.1; 218.14134, 0.7"
"I263.1426R2.13",263.1425622,128.0221591,"RP",1,NA
"I268.1042R1.29",268.1042443,77.65887735,"RP",1,NA
"I269.0882R1.02",269.0882034,61.14160671,"RP",1,NA
"I271.1291R0.87",271.1290685,52.41806518,"RP",1,"271.12885, 100; 225.12338, 24.5; 256.10547, 9.1; 224.9323, 9; 225.08714, 9; 272.13232, 8; 238.09479, 7.7; 206.92183, 4.9; 80.94728, 4.7; 164.92065, 4; 235.10765, 3.9; 84.96032, 3.4; 253.11823, 3.1; 96.92222, 2.9; 210.10004, 2.9; 170.08138, 2.5; 177.10234, 2.3; 82.94558, 2.3; 203.08138, 2.2; 211.10779, 2.1; 124.07593, 2; 223.10831, 1.6; 138.05525, 1.6; 226.12683, 1.3; 217.09726, 1.3; 219.81325, 1.2; 239.1017, 1.2; 120.04453, 1.1; 225.93332, 1.1; 183.07654, 1.1; 207.11285, 1; 152.07056, 0.9; 212.11545, 0.9; 242.95085, 0.8; 184.06076, 0.7; 110.06041, 0.7; 175.08678, 0.7; 205.09752, 0.7; 206.87173, 0.7"
"I279.1706R4.12",279.1705566,247.3869579,"RP",1,NA
"I283.0872R1.5",283.0871634,90.09500431,"RP",1,NA
"I285.1447R0.91",285.1447062,54.73665997,"RP",1,"285.14438, 100; 270.12097, 33; 252.11049, 15.3; 239.10263, 11.2; 239.13901, 10.7; 197.09219, 10.5; 286.14786, 7.4; 225.12344, 6.6; 226.13123, 6.6; 224.11551, 4.4; 164.92064, 2.6; 271.1246, 2.4; 253.11743, 2.1; 80.94848, 2; 249.12337, 1.9; 267.13367, 1.4; 216.6006, 1.4; 82.94552, 1.3; 195.11295, 1; 217.09697, 0.9; 138.09131, 0.9; 240.14307, 0.8; 102.09183, 0.7; 198.09573, 0.7; 240.10594, 0.7; 231.11285, 0.6; 191.11781, 0.6; 134.05984, 0.6"
"I285.1447R1.14",285.1447149,68.40074345,"RP",1,"285.1445, 100; 270.12115, 30.6; 197.09227, 27.4; 226.1313, 23; 241.08202, 22; 286.14804, 7.8; 152.05692, 7.2; 164.9207, 5.6; 218.22343, 2.1; 271.12503, 2; 153.06015, 1.8; 239.10245, 1.8; 195.11295, 1.7; 242.08473, 1.5; 218.23708, 1.5; 227.13405, 1.2; 198.09544, 1.2; 267.13412, 1.1; 80.94863, 1; 244.01297, 0.6; 153.0537, 0.6"
"I285.6464R1",285.6463754,59.87146572,"RP",1,NA
"I288.2032R0.91",288.2031897,54.33223266,"RP",1,NA
"I293.2112R9.77",293.2112471,586.4037885,"RP",1,NA
"I293.2113R9.66",293.2112546,579.4244691,"RP",1,NA
"I294.1814R1.08",294.1814449,64.92296684,"RP",1,NA
"I295.1291R1.78",295.129073,106.8791472,"RP",1,NA
"I295.1654R2.4",295.165447,143.8268234,"RP",1,NA
"I295.1655R2.58",295.1654516,154.6182176,"RP",1,NA
"I295.1655R2.81",295.1654523,168.4751531,"RP",1,NA
"I296.6058R1.22",296.6058072,72.97321716,"RP",1,NA
"I297.1885R5.9",297.1885022,353.7431433,"RP",1,"297.18829, 100; 109.10164, 37.6; 237.16713, 15.8; 173.06319, 11.5; 220.59259, 10.7; 67.05489, 10.4; 232.92805, 9.7; 95.08604, 9.2; 81.0704, 8.3; 87.02682, 7.7; 127.02133, 4.6; 298.19089, 4.6; 141.0732, 4.2; 145.03178, 3.4; 169.10452, 3.1; 274.01819, 2.9; 85.01121, 2.7; 107.08599, 2.6; 155.05205, 2.5; 111.02707, 2.5; 123.37856, 2.4; 214.91762, 2.3; 52.53006, 2.2; 155.08858, 2.2; 123.35451, 2.1; 183.08456, 2.1; 208.93381, 2.1; 245.98848, 2.1; 67.05679, 2; 172.33704, 2; 124.86242, 2; 126.63058, 2; 90.11026, 1.9; 69.07067, 1.9; 151.60101, 1.8; 67.15952, 1.8; 183.39148, 1.8"
"I298.0971R2.1",298.0970625,125.7416991,"RP",1,NA
"I299.1967R2.47",299.1967411,148.2222322,"RP",1,NA
"I303.1553R0.89",303.1553058,53.22809363,"RP",1,NA
"I305.1573R1.6",305.157303,96.28830412,"RP",1,"305.15695, 100; 306.1604, 6.3; 220.60042, 1.6"
"I306.4913R3.77",306.4913056,226.3413875,"RP",1,NA
"I310.14R1.31",310.1399563,78.40972773,"RP",1,NA
"I311.1239R1.4",311.1239293,83.78906365,"RP",1,NA
"I313.1548R4.98",313.1548365,298.8117687,"RP",1,NA
"I321.2427R9.33",321.2426874,559.8994389,"RP",1,NA
"I322.1877R1.19",322.1876676,71.15742318,"RP",1,NA
"I325.1761R2.97",325.1760554,178.1449476,"RP",1,NA
"I329.1346R2.89",329.1345876,173.5182049,"RP",1,NA
"I329.1347R0.88",329.1346514,52.83328813,"RP",1,"329.13431, 100; 283.12888, 20.4; 314.1109, 15; 283.09256, 13.5; 296.10031, 10.2; 270.12106, 6.7; 197.09227, 5.9; 330.1377, 5.7; 269.11337, 5.1; 268.10559, 4.9; 252.1106, 4.2; 80.94851, 4; 239.10277, 4; 241.08194, 3.3; 225.12341, 3.2; 226.13116, 3; 261.08713, 2.7; 233.09232, 2.5; 182.08145, 2.1; 138.05502, 1.9; 82.94558, 1.9; 297.10754, 1.8; 275.10275, 1.6; 235.10825, 1.4; 293.11346, 1.2; 311.12335, 1; 219.27274, 1; 265.11813, 0.9; 251.10286, 0.9; 224.11566, 0.8; 146.0811, 0.8; 284.13223, 0.8; 315.11505, 0.8; 228.08661, 0.7; 208.09685, 0.7; 70.06585, 0.7; 284.09711, 0.7; 178.04973, 0.7; 237.08704, 0.7; 96.92224, 0.7; 281.11353, 0.7; 195.11307, 0.7; 184.06068, 0.6; 217.09734, 0.6; 247.10802, 0.6"
"I329.2073R2.82",329.207344,169.207662,"RP",1,NA
"I340.2597R6.93",340.2597367,415.9966267,"RP",1,NA
"I345.0462R0.88",345.0461979,52.6613203,"RP",1,NA
"I345.6642R3.9",345.6641741,233.7066387,"RP",1,NA
"I346.1457R4.95",346.1456507,296.9029712,"RP",1,NA
"I347.1452R0.87",347.1452432,52.43560351,"RP",1,NA
"I370.6952R2.68",370.6952356,160.6882957,"RP",1,NA
"I375.2136R4.1",375.2135903,245.869031,"RP",1,NA
"I377.1459R4.24",377.1458995,254.3509786,"RP",1,"243.08768, 100; 377.14581, 37.3; 359.13568, 9.6; 99.04457, 6.8; 222.64899, 5.4; 69.03419, 4.9; 57.0342, 3.8; 244.09146, 2.6; 172.08664, 2.2; 117.05525, 1.8; 80.94849, 1.7; 71.04994, 1.6; 222.66116, 1.6; 75.04475, 1.4; 81.03415, 1.4; 148.52574, 1.3; 136.30624, 1.2; 148.54492, 1.2; 55.55069, 1.1; 100.18948, 1.1; 251.74496, 1.1; 353.96906, 1.1; 96.37454, 1.1; 352.80984, 1.1; 54.81627, 1.1; 51.75072, 1.1; 106.67204, 1.1; 106.59881, 1.1; 77.24922, 1.1; 85.85126, 1.1; 140.31134, 1.1; 165.45741, 1; 281.86603, 1; 99.08401, 1; 53.51865, 1"
"I381.1828R4.47",381.1827642,267.9783379,"RP",1,NA
"I404.7398R5.8",404.7398363,347.9405712,"RP",1,NA
"I414.1624R0.94",414.1623514,56.20471646,"RP",1,NA
"I416.178R0.93",416.1780367,55.86490451,"RP",1,NA
"I419.6799R6.47",419.6798873,388.3156623,"RP",1,NA
"I424.2081R2.64",424.2081388,158.5746698,"RP",1,NA
"I459.2336R3.77",459.2335624,226.3179393,"RP",1,NA
"I470.2256R5.55",470.2255841,333.030353,"RP",1,NA
"I511.2407R3.6",511.2407233,216.2897507,"RP",1,NA
"I548.2723R4.91",548.2722776,294.3531677,"RP",1,NA
"I575.1679R5.3",575.1679431,317.9329019,"RP",1,NA
"I577.1657R5.3",577.1656827,317.9349898,"RP",1,NA
"I589.2805R5.44",589.2805093,326.1123568,"RP",1,NA
"I605.3175R6.37",605.3174559,381.9863246,"RP",1,NA
"Glutathione Disulfide",613.159793,55.2,"RP",1,NA
"I801.3309R6.22",801.3309238,372.9605017,"RP",1,NA
"I802.3342R6.22",802.3342137,373.0096128,"RP",1,NA
