Mass [m/z],Formula [M],Formula type,Species,CS [z],Polarity,Start [min],End [min],(N)CE,(N)CE type,MSX ID,Comment
194.1028,NA,NA,NA,NA,Positive,3.168871497,7.168871497,NA,NA,NA,NA
208.1185,NA,NA,NA,NA,Positive,2.629854491,6.629854491,NA,NA,NA,NA
222.1341,NA,NA,NA,NA,Positive,2.225591736,6.933051556,NA,NA,NA,NA
236.1498,NA,NA,NA,NA,Positive,2.596165928,7.303625748,NA,NA,NA,NA
250.1654,NA,NA,NA,NA,Positive,3.034117245,7.741577066,NA,NA,NA,NA
264.1811,NA,NA,NA,NA,Positive,3.539445688,8.246905509,NA,NA,NA,NA
278.1967,NA,NA,NA,NA,Positive,4.078462694,8.785922515,NA,NA,NA,NA
292.2124,NA,NA,NA,NA,Positive,4.684856826,9.392316647,NA,NA,NA,NA
306.228,NA,NA,NA,NA,Positive,5.291250958,10.03239934,NA,NA,NA,NA
320.2437,NA,NA,NA,NA,Positive,5.965022216,10.67248204,NA,NA,NA,NA
334.2593,NA,NA,NA,NA,Positive,6.672482036,11.37994186,NA,NA,NA,NA
346.2593,NA,NA,NA,NA,Positive,6.672482036,10.67248204,NA,NA,NA,NA
348.1054,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
348.275,NA,NA,NA,NA,Positive,7.379941857,12.08740168,NA,NA,NA,NA
356.1557,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
360.275,NA,NA,NA,NA,Positive,6.672482036,11.41363042,NA,NA,NA,NA
362.1211,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
362.2906,NA,NA,NA,NA,Positive,8.12109024,12.86223862,NA,NA,NA,NA
370.1713,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
374.2906,NA,NA,NA,NA,Positive,7.447318983,12.1547788,NA,NA,NA,NA
376.1367,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
376.3063,NA,NA,NA,NA,Positive,8.895927187,13.60338701,NA,NA,NA,NA
382.2593,NA,NA,NA,NA,Positive,5.796579401,9.796579401,NA,NA,NA,NA
384.187,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
384.275,NA,NA,NA,NA,Positive,6.840924851,10.84092485,NA,NA,NA,NA
386.2906,NA,NA,NA,NA,Positive,7.8852703,11.8852703,NA,NA,NA,NA
388.3063,NA,NA,NA,NA,Positive,8.222155929,12.92961575,NA,NA,NA,NA
390.1524,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
390.3219,NA,NA,NA,NA,Positive,9.670764133,14.41191252,NA,NA,NA,NA
396.275,NA,NA,NA,NA,Positive,5.830267964,9.830267964,NA,NA,NA,NA
398.2026,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
398.2906,NA,NA,NA,NA,Positive,6.874613414,10.87461341,NA,NA,NA,NA
400.3063,NA,NA,NA,NA,Positive,7.952647426,12.66010725,NA,NA,NA,NA
402.3219,NA,NA,NA,NA,Positive,8.996992875,13.7044527,NA,NA,NA,NA
404.168,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
404.3376,NA,NA,NA,NA,Positive,10.47928964,15.22043803,NA,NA,NA,NA
408.275,NA,NA,NA,NA,Positive,6.706170599,10.7061706,NA,NA,NA,NA
410.2906,NA,NA,NA,NA,Positive,6.605104911,11.31256473,NA,NA,NA,NA
412.2183,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
412.3063,NA,NA,NA,NA,Positive,7.64945036,12.39059874,NA,NA,NA,NA
414.3219,NA,NA,NA,NA,Positive,8.727484372,13.43494419,NA,NA,NA,NA
416.3376,NA,NA,NA,NA,Positive,9.805518385,14.51297821,NA,NA,NA,NA
418.1837,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
418.3532,NA,NA,NA,NA,Positive,11.32150371,16.02896353,NA,NA,NA,NA
422.2906,NA,NA,NA,NA,Positive,6.739859162,10.73985916,NA,NA,NA,NA
424.3063,NA,NA,NA,NA,Positive,7.379941857,11.37994186,NA,NA,NA,NA
426.2339,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
426.3219,NA,NA,NA,NA,Positive,8.457975869,12.45797587,NA,NA,NA,NA
428.3376,NA,NA,NA,NA,Positive,9.536009881,14.2434697,NA,NA,NA,NA
430.3532,NA,NA,NA,NA,Positive,10.61404389,15.35519228,NA,NA,NA,NA
432.1993,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
432.3689,NA,NA,NA,NA,Positive,12.16371779,16.87117761,NA,NA,NA,NA
436.3063,NA,NA,NA,NA,Positive,7.548384671,11.81789317,NA,NA,NA,NA
438.3219,NA,NA,NA,NA,Positive,8.188467366,12.89592719,NA,NA,NA,NA
440.2496,NA,NA,NA,NA,Positive,0,2,NA,NA,NA,NA
440.3376,NA,NA,NA,NA,Positive,9.266501378,14.00764976,NA,NA,NA,NA
442.3532,NA,NA,NA,NA,Positive,10.37822395,15.08568377,NA,NA,NA,NA
444.3689,NA,NA,NA,NA,Positive,11.45625797,16.19740635,NA,NA,NA,NA
446.215,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
446.3845,NA,NA,NA,NA,Positive,13.00593186,17.71339168,NA,NA,NA,NA
450.3219,NA,NA,NA,NA,Positive,7.918958863,12.35691018,NA,NA,NA,NA
452.3376,NA,NA,NA,NA,Positive,9.030681438,13.03068144,NA,NA,NA,NA
454.2652,NA,NA,NA,NA,Positive,0,2.138621051,NA,NA,NA,NA
454.3532,NA,NA,NA,NA,Positive,10.10871545,14.10871545,NA,NA,NA,NA
456.3689,NA,NA,NA,NA,Positive,11.22043803,15.92789785,NA,NA,NA,NA
458.3845,NA,NA,NA,NA,Positive,12.3321606,17.03962042,NA,NA,NA,NA
460.2306,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
460.4002,NA,NA,NA,NA,Positive,13.84814593,18.58929431,NA,NA,NA,NA
462.3219,NA,NA,NA,NA,Positive,8.356910181,12.35691018,NA,NA,NA,NA
464.3376,NA,NA,NA,NA,Positive,8.761172935,13.46863276,NA,NA,NA,NA
466.3532,NA,NA,NA,NA,Positive,9.839206947,14.58035533,NA,NA,NA,NA
468.2809,NA,NA,NA,NA,Positive,0,3.120957838,NA,NA,NA,NA
468.3689,NA,NA,NA,NA,Positive,10.95092952,15.65838934,NA,NA,NA,NA
470.3845,NA,NA,NA,NA,Positive,12.0626521,16.77011192,NA,NA,NA,NA
472.4002,NA,NA,NA,NA,Positive,13.17437467,17.91552306,NA,NA,NA,NA
474.2463,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
474.4158,NA,NA,NA,NA,Positive,14.72404857,19.46519695,NA,NA,NA,NA
476.3376,NA,NA,NA,NA,Positive,8.491664432,12.49166443,NA,NA,NA,NA
478.3532,NA,NA,NA,NA,Positive,9.569698444,14.00764976,NA,NA,NA,NA
480.3689,NA,NA,NA,NA,Positive,10.68142102,14.68142102,NA,NA,NA,NA
482.2965,NA,NA,NA,NA,Positive,0,4.142588097,NA,NA,NA,NA
482.3845,NA,NA,NA,NA,Positive,11.82683216,15.82683216,NA,NA,NA,NA
484.4002,NA,NA,NA,NA,Positive,12.93855473,16.93855473,NA,NA,NA,NA
486.4158,NA,NA,NA,NA,Positive,14.05027731,18.05027731,NA,NA,NA,NA
488.2619,NA,NA,NA,NA,Positive,0,2.815143486,NA,NA,NA,NA
488.4315,NA,NA,NA,NA,Positive,15.63363976,20.34109958,NA,NA,NA,NA
490.3532,NA,NA,NA,NA,Positive,9.333878504,13.3338785,NA,NA,NA,NA
492.3689,NA,NA,NA,NA,Positive,10.44560108,14.84986383,NA,NA,NA,NA
494.3845,NA,NA,NA,NA,Positive,11.55732365,16.26478348,NA,NA,NA,NA
496.3122,NA,NA,NA,NA,Positive,0.339055455,5.164218357,NA,NA,NA,NA
496.4002,NA,NA,NA,NA,Positive,12.66904623,16.66904623,NA,NA,NA,NA
498.4158,NA,NA,NA,NA,Positive,13.37650605,18.52191719,NA,NA,NA,NA
500.2619,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
500.4315,NA,NA,NA,NA,Positive,14.95986851,19.66732833,NA,NA,NA,NA
502.2776,NA,NA,NA,NA,Positive,0,3.805171575,NA,NA,NA,NA
502.4471,NA,NA,NA,NA,Positive,16.5095424,21.21700222,NA,NA,NA,NA
504.3689,NA,NA,NA,NA,Positive,10.17609258,14.17609258,NA,NA,NA,NA
506.3845,NA,NA,NA,NA,Positive,11.28781515,15.72576647,NA,NA,NA,NA
508.3122,NA,NA,NA,NA,Positive,0.417642398,4.417642398,NA,NA,NA,NA
508.4002,NA,NA,NA,NA,Positive,12.43322629,16.43322629,NA,NA,NA,NA
510.3278,NA,NA,NA,NA,Positive,1.360685714,6.185848616,NA,NA,NA,NA
510.4158,NA,NA,NA,NA,Positive,13.57863743,17.57863743,NA,NA,NA,NA
512.4315,NA,NA,NA,NA,Positive,14.28609725,18.69036,NA,NA,NA,NA
514.2776,NA,NA,NA,NA,Positive,0,3.013149104,NA,NA,NA,NA
514.4471,NA,NA,NA,NA,Positive,15.83577114,19.83577114,NA,NA,NA,NA
516.2932,NA,NA,NA,NA,Positive,0,4.795199664,NA,NA,NA,NA
516.4628,NA,NA,NA,NA,Positive,17.4191336,22.12659342,NA,NA,NA,NA
518.2085,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
518.3845,NA,NA,NA,NA,Positive,11.05199521,15.05199521,NA,NA,NA,NA
520.4002,NA,NA,NA,NA,Positive,12.16371779,16.6016691,NA,NA,NA,NA
522.3278,NA,NA,NA,NA,Positive,0.614109755,5.439272657,NA,NA,NA,NA
522.4158,NA,NA,NA,NA,Positive,13.30912892,18.01658874,NA,NA,NA,NA
524.3435,NA,NA,NA,NA,Positive,2.421609445,7.246772346,NA,NA,NA,NA
524.4315,NA,NA,NA,NA,Positive,14.45454006,18.45454006,NA,NA,NA,NA
526.4471,NA,NA,NA,NA,Positive,15.16199988,20.30741102,NA,NA,NA,NA
528.2932,NA,NA,NA,NA,Positive,0,4.003177193,NA,NA,NA,NA
528.4628,NA,NA,NA,NA,Positive,16.74536234,21.45282216,NA,NA,NA,NA
530.3089,NA,NA,NA,NA,Positive,0.953604158,5.785227752,NA,NA,NA,NA
530.4784,NA,NA,NA,NA,Positive,18.32872479,23.03618461,NA,NA,NA,NA
532.2241,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
532.4002,NA,NA,NA,NA,Positive,11.92789785,15.92789785,NA,NA,NA,NA
534.4158,NA,NA,NA,NA,Positive,12.63535767,17.47757174,NA,NA,NA,NA
536.2619,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
536.3435,NA,NA,NA,NA,Positive,1.675033486,6.500196388,NA,NA,NA,NA
536.4315,NA,NA,NA,NA,Positive,13.7807688,18.21872012,NA,NA,NA,NA
538.2776,NA,NA,NA,NA,Positive,0,2.458733374,NA,NA,NA,NA
538.3591,NA,NA,NA,NA,Positive,3.482533175,8.307696077,NA,NA,NA,NA
538.4471,NA,NA,NA,NA,Positive,14.92617994,19.36413126,NA,NA,NA,NA
540.2932,NA,NA,NA,NA,Positive,0,3.725969328,NA,NA,NA,NA
540.4628,NA,NA,NA,NA,Positive,16.07159108,20.5095424,NA,NA,NA,NA
542.3089,NA,NA,NA,NA,Positive,0.20118281,5.032806405,NA,NA,NA,NA
542.4784,NA,NA,NA,NA,Positive,17.65495354,21.65495354,NA,NA,NA,NA
544.3122,NA,NA,NA,NA,Positive,0,3.671066439,NA,NA,NA,NA
544.3245,NA,NA,NA,NA,Positive,1.98323337,6.814856965,NA,NA,NA,NA
544.4941,NA,NA,NA,NA,Positive,19.27200455,23.97946438,NA,NA,NA,NA
546.2398,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
546.3278,NA,NA,NA,NA,Positive,0.967750999,4.967750999,NA,NA,NA,NA
546.4158,NA,NA,NA,NA,Positive,12.80380048,16.80380048,NA,NA,NA,NA
548.3435,NA,NA,NA,NA,Positive,2.264435559,6.264435559,NA,NA,NA,NA
548.4315,NA,NA,NA,NA,Positive,13.54494886,18.38716294,NA,NA,NA,NA
550.2776,NA,NA,NA,NA,Positive,0,2.30032888,NA,NA,NA,NA
550.3591,NA,NA,NA,NA,Positive,2.735957217,7.561120118,NA,NA,NA,NA
550.4471,NA,NA,NA,NA,Positive,14.69036,19.12831132,NA,NA,NA,NA
552.2932,NA,NA,NA,NA,Positive,0,2.617137868,NA,NA,NA,NA
552.3748,NA,NA,NA,NA,Positive,4.543456906,9.368619808,NA,NA,NA,NA
552.4628,NA,NA,NA,NA,Positive,15.83577114,20.27372246,NA,NA,NA,NA
554.3089,NA,NA,NA,NA,Positive,0,4.75559854,NA,NA,NA,NA
554.4784,NA,NA,NA,NA,Positive,17.01487084,21.4191336,NA,NA,NA,NA
556.3245,NA,NA,NA,NA,Positive,1.191210899,6.062435617,NA,NA,NA,NA
556.4941,NA,NA,NA,NA,Positive,18.5982333,22.5982333,NA,NA,NA,NA
558.3278,NA,NA,NA,NA,Positive,0,3.867533797,NA,NA,NA,NA
558.3402,NA,NA,NA,NA,Positive,3.012862582,7.844486177,NA,NA,NA,NA
558.5098,NA,NA,NA,NA,Positive,20.18159575,24.18159575,NA,NA,NA,NA
560.2554,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
560.3435,NA,NA,NA,NA,Positive,1.164218357,5.164218357,NA,NA,NA,NA
560.4315,NA,NA,NA,NA,Positive,13.71339168,17.71339168,NA,NA,NA,NA
562.2776,NA,NA,NA,NA,Positive,0,2.379531127,NA,NA,NA,NA
562.3591,NA,NA,NA,NA,Positive,2.500196388,7.325359289,NA,NA,NA,NA
562.4471,NA,NA,NA,NA,Positive,14.45454006,19.29675413,NA,NA,NA,NA
564.2932,NA,NA,NA,NA,Positive,0,3.171553598,NA,NA,NA,NA
564.3748,NA,NA,NA,NA,Positive,3.796880947,8.622043849,NA,NA,NA,NA
564.4628,NA,NA,NA,NA,Positive,15.5999512,20.03790252,NA,NA,NA,NA
566.3089,NA,NA,NA,NA,Positive,0,4.478390675,NA,NA,NA,NA
566.3904,NA,NA,NA,NA,Positive,5.604380637,10.46883701,NA,NA,NA,NA
566.4784,NA,NA,NA,NA,Positive,16.7790509,21.18331366,NA,NA,NA,NA
568.3245,NA,NA,NA,NA,Positive,0.953604158,5.785227752,NA,NA,NA,NA
568.4941,NA,NA,NA,NA,Positive,17.92446204,22.36241336,NA,NA,NA,NA
570.3278,NA,NA,NA,NA,Positive,0.928457527,4.928457527,NA,NA,NA,NA
570.3402,NA,NA,NA,NA,Positive,2.260441235,7.09206483,NA,NA,NA,NA
570.4158,NA,NA,NA,NA,Positive,11.86052072,15.86052072,NA,NA,NA,NA
570.5098,NA,NA,NA,NA,Positive,19.54151306,23.54151306,NA,NA,NA,NA
572.3435,NA,NA,NA,NA,Positive,0.928457527,5.753620429,NA,NA,NA,NA
572.3558,NA,NA,NA,NA,Positive,4.082092918,8.913716513,NA,NA,NA,NA
572.4315,NA,NA,NA,NA,Positive,13.03962042,17.03962042,NA,NA,NA,NA
572.5254,NA,NA,NA,NA,Positive,21.12487551,25.12487551,NA,NA,NA,NA
574.2711,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
574.3591,NA,NA,NA,NA,Positive,2.225142087,7.050304989,NA,NA,NA,NA
574.4471,NA,NA,NA,NA,Positive,14.18503156,18.62298288,NA,NA,NA,NA
576.2932,NA,NA,NA,NA,Positive,0,2.537935621,NA,NA,NA,NA
576.3748,NA,NA,NA,NA,Positive,3.561120118,8.38628302,NA,NA,NA,NA
576.4628,NA,NA,NA,NA,Positive,15.36413126,20.20634533,NA,NA,NA,NA
578.3089,NA,NA,NA,NA,Positive,0,3.369559216,NA,NA,NA,NA
578.3904,NA,NA,NA,NA,Positive,4.89709815,9.722261051,NA,NA,NA,NA
578.4784,NA,NA,NA,NA,Positive,16.5095424,20.94749372,NA,NA,NA,NA
580.3245,NA,NA,NA,NA,Positive,0.676396293,4.676396293,NA,NA,NA,NA
580.4061,NA,NA,NA,NA,Positive,6.704597839,11.52976074,NA,NA,NA,NA
580.4941,NA,NA,NA,NA,Positive,17.6886421,22.12659342,NA,NA,NA,NA
582.3402,NA,NA,NA,NA,Positive,1.98323337,6.814856965,NA,NA,NA,NA
582.5098,NA,NA,NA,NA,Positive,18.8677418,23.30569312,NA,NA,NA,NA
584.3435,NA,NA,NA,NA,Positive,1.164218357,5.164218357,NA,NA,NA,NA
584.3558,NA,NA,NA,NA,Positive,3.290070447,8.121694042,NA,NA,NA,NA
584.5254,NA,NA,NA,NA,Positive,20.45110426,24.45110426,NA,NA,NA,NA
586.3591,NA,NA,NA,NA,Positive,1.989381258,5.989381258,NA,NA,NA,NA
586.3715,NA,NA,NA,NA,Positive,5.111722131,9.982946849,NA,NA,NA,NA
586.541,NA,NA,NA,NA,Positive,22.06815527,26.06815527,NA,NA,NA,NA
588.2867,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
588.3748,NA,NA,NA,NA,Positive,3.325359289,7.325359289,NA,NA,NA,NA
588.4628,NA,NA,NA,NA,Positive,15.09462276,19.53257407,NA,NA,NA,NA
590.3089,NA,NA,NA,NA,Positive,0,3.923974945,NA,NA,NA,NA
590.3904,NA,NA,NA,NA,Positive,4.622043849,9.486500222,NA,NA,NA,NA
590.4784,NA,NA,NA,NA,Positive,16.27372246,21.14962509,NA,NA,NA,NA
592.3245,NA,NA,NA,NA,Positive,0.399188428,5.230812023,NA,NA,NA,NA
592.4061,NA,NA,NA,NA,Positive,5.95802188,10.82247825,NA,NA,NA,NA
592.4941,NA,NA,NA,NA,Positive,17.45282216,21.89077348,NA,NA,NA,NA
594.3402,NA,NA,NA,NA,Positive,1.706025505,6.5376491,NA,NA,NA,NA
594.4217,NA,NA,NA,NA,Positive,7.804815041,12.62997794,NA,NA,NA,NA
594.5098,NA,NA,NA,NA,Positive,18.63192186,23.03618461,NA,NA,NA,NA
596.3558,NA,NA,NA,NA,Positive,3.012862582,7.884087301,NA,NA,NA,NA
596.4315,NA,NA,NA,NA,Positive,12.93855473,16.93855473,NA,NA,NA,NA
596.5254,NA,NA,NA,NA,Positive,19.81102156,24.21528432,NA,NA,NA,NA
598.3591,NA,NA,NA,NA,Positive,2.225142087,6.578783331,NA,NA,NA,NA
598.3715,NA,NA,NA,NA,Positive,4.359300783,9.190924378,NA,NA,NA,NA
598.4471,NA,NA,NA,NA,Positive,13.67970312,18.11765443,NA,NA,NA,NA
598.541,NA,NA,NA,NA,Positive,21.39438402,25.39438402,NA,NA,NA,NA
600.3748,NA,NA,NA,NA,Positive,3.050304989,7.87546789,NA,NA,NA,NA
600.3871,NA,NA,NA,NA,Positive,6.180952467,11.05217718,NA,NA,NA,NA
600.4628,NA,NA,NA,NA,Positive,14.85880282,19.29675413,NA,NA,NA,NA
600.5567,NA,NA,NA,NA,Positive,23.01143503,27.01143503,NA,NA,NA,NA
602.3024,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
602.3904,NA,NA,NA,NA,Positive,4.38628302,9.211445922,NA,NA,NA,NA
602.4784,NA,NA,NA,NA,Positive,16.03790252,20.47585384,NA,NA,NA,NA
604.3245,NA,NA,NA,NA,Positive,0.08237944,4.597194046,NA,NA,NA,NA
604.4061,NA,NA,NA,NA,Positive,5.722261051,10.58671742,NA,NA,NA,NA
604.4941,NA,NA,NA,NA,Positive,17.21700222,22.05921629,NA,NA,NA,NA
606.3402,NA,NA,NA,NA,Positive,1.42881764,5.42881764,NA,NA,NA,NA
606.4217,NA,NA,NA,NA,Positive,7.058239082,11.92269546,NA,NA,NA,NA
606.5098,NA,NA,NA,NA,Positive,18.39610192,22.80036467,NA,NA,NA,NA
608.3558,NA,NA,NA,NA,Positive,2.735654718,6.735654718,NA,NA,NA,NA
608.4374,NA,NA,NA,NA,Positive,8.905032243,13.76948862,NA,NA,NA,NA
608.5254,NA,NA,NA,NA,Positive,19.57520162,23.97946438,NA,NA,NA,NA
610.3715,NA,NA,NA,NA,Positive,4.082092918,8.913716513,NA,NA,NA,NA
610.541,NA,NA,NA,NA,Positive,20.75430132,25.19225264,NA,NA,NA,NA
612.3748,NA,NA,NA,NA,Positive,2.81454416,7.286065818,NA,NA,NA,NA
612.3871,NA,NA,NA,NA,Positive,5.428531119,10.26015471,NA,NA,NA,NA
612.5567,NA,NA,NA,NA,Positive,22.37135234,26.37135234,NA,NA,NA,NA
614.3904,NA,NA,NA,NA,Positive,4.150522191,8.150522191,NA,NA,NA,NA
614.4028,NA,NA,NA,NA,Positive,7.289783926,12.12140752,NA,NA,NA,NA
614.4784,NA,NA,NA,NA,Positive,15.80208258,20.20634533,NA,NA,NA,NA
614.5724,NA,NA,NA,NA,Positive,23.98840336,27.98840336,NA,NA,NA,NA
616.318,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
616.3245,NA,NA,NA,NA,Positive,0.636795169,4.636795169,NA,NA,NA,NA
616.4061,NA,NA,NA,NA,Positive,5.486500222,9.486500222,NA,NA,NA,NA
616.4941,NA,NA,NA,NA,Positive,16.98118228,21.38544503,NA,NA,NA,NA
618.3402,NA,NA,NA,NA,Positive,1.151609776,5.98323337,NA,NA,NA,NA
618.4217,NA,NA,NA,NA,Positive,6.822478253,11.68693463,NA,NA,NA,NA
618.5098,NA,NA,NA,NA,Positive,18.16028198,23.00249605,NA,NA,NA,NA
620.3558,NA,NA,NA,NA,Positive,2.498047976,7.329671571,NA,NA,NA,NA
620.4374,NA,NA,NA,NA,Positive,8.197749756,13.02291266,NA,NA,NA,NA
620.5254,NA,NA,NA,NA,Positive,19.33938168,23.74364443,NA,NA,NA,NA
622.3715,NA,NA,NA,NA,Positive,3.804885053,8.676109772,NA,NA,NA,NA
622.4471,NA,NA,NA,NA,Positive,14.05027731,18.05027731,NA,NA,NA,NA
622.453,NA,NA,NA,NA,Positive,10.04454292,14.86970582,NA,NA,NA,NA
622.541,NA,NA,NA,NA,Positive,20.51848138,24.9564327,NA,NA,NA,NA
624.3748,NA,NA,NA,NA,Positive,3.364652761,7.364652761,NA,NA,NA,NA
624.3871,NA,NA,NA,NA,Positive,5.151323254,10.02254797,NA,NA,NA,NA
624.4628,NA,NA,NA,NA,Positive,14.35347437,18.79142569,NA,NA,NA,NA
624.5567,NA,NA,NA,NA,Positive,21.69758108,26.1355324,NA,NA,NA,NA
626.3904,NA,NA,NA,NA,Positive,3.87546789,8.739924264,NA,NA,NA,NA
626.4028,NA,NA,NA,NA,Positive,6.497761455,11.36898617,NA,NA,NA,NA
626.4784,NA,NA,NA,NA,Positive,15.53257407,19.97052539,NA,NA,NA,NA
626.5724,NA,NA,NA,NA,Positive,23.3146321,27.3146321,NA,NA,NA,NA
628.4061,NA,NA,NA,NA,Positive,5.250739393,10.07590229,NA,NA,NA,NA
628.4184,NA,NA,NA,NA,Positive,8.359014262,13.19063786,NA,NA,NA,NA
628.4941,NA,NA,NA,NA,Positive,16.71167378,21.14962509,NA,NA,NA,NA
628.588,NA,NA,NA,NA,Positive,24.93168312,28.93168312,NA,NA,NA,NA
630.3337,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
630.3402,NA,NA,NA,NA,Positive,0.874401911,4.874401911,NA,NA,NA,NA
630.4217,NA,NA,NA,NA,Positive,6.586717424,11.41188033,NA,NA,NA,NA
630.5098,NA,NA,NA,NA,Positive,17.89077348,22.32872479,NA,NA,NA,NA
632.3558,NA,NA,NA,NA,Positive,2.220840111,6.696053594,NA,NA,NA,NA
632.4374,NA,NA,NA,NA,Positive,7.961988927,12.78715183,NA,NA,NA,NA
632.5254,NA,NA,NA,NA,Positive,19.10356174,23.94577581,NA,NA,NA,NA
634.3715,NA,NA,NA,NA,Positive,3.527677189,7.527677189,NA,NA,NA,NA
634.453,NA,NA,NA,NA,Positive,9.297966958,14.12312986,NA,NA,NA,NA
634.541,NA,NA,NA,NA,Positive,20.28266144,24.72061276,NA,NA,NA,NA
636.3871,NA,NA,NA,NA,Positive,4.874115389,8.874115389,NA,NA,NA,NA
636.4687,NA,NA,NA,NA,Positive,11.14476012,16.00921649,NA,NA,NA,NA
636.5567,NA,NA,NA,NA,Positive,21.46176114,25.89971246,NA,NA,NA,NA
638.3904,NA,NA,NA,NA,Positive,3.639707061,7.639707061,NA,NA,NA,NA
638.4028,NA,NA,NA,NA,Positive,6.260154714,10.26015471,NA,NA,NA,NA
638.4421,NA,NA,NA,NA,Positive,19.52225973,23.52225973,NA,NA,NA,NA
638.5724,NA,NA,NA,NA,Positive,22.67454941,27.07881216,NA,NA,NA,NA
640.4061,NA,NA,NA,NA,Positive,4.975685093,9.486500222,NA,NA,NA,NA
640.4184,NA,NA,NA,NA,Positive,7.606592914,11.60659291,NA,NA,NA,NA
640.4577,NA,NA,NA,NA,Positive,19.87439774,23.87439774,NA,NA,NA,NA
640.588,NA,NA,NA,NA,Positive,24.29160042,28.29160042,NA,NA,NA,NA
642.4217,NA,NA,NA,NA,Positive,6.350956595,10.3509566,NA,NA,NA,NA
642.4341,NA,NA,NA,NA,Positive,9.467845721,14.29946932,NA,NA,NA,NA
642.4734,NA,NA,NA,NA,Positive,20.24254203,24.43461732,NA,NA,NA,NA
642.5098,NA,NA,NA,NA,Positive,17.65495354,22.09290485,NA,NA,NA,NA
642.6036,NA,NA,NA,NA,Positive,25.90865144,29.90865144,NA,NA,NA,NA
643.3975,NA,NA,NA,NA,Positive,19.52225973,23.52225973,NA,NA,NA,NA
644.3493,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
644.3558,NA,NA,NA,NA,Positive,1.904031123,5.904031123,NA,NA,NA,NA
644.4374,NA,NA,NA,NA,Positive,7.686934627,11.68693463,NA,NA,NA,NA
644.489,NA,NA,NA,NA,Positive,20.59468005,25.20291844,NA,NA,NA,NA
644.5254,NA,NA,NA,NA,Positive,18.8677418,23.27200455,NA,NA,NA,NA
645.4131,NA,NA,NA,NA,Positive,19.87439774,23.87439774,NA,NA,NA,NA
646.3715,NA,NA,NA,NA,Positive,3.250469324,7.76528393,NA,NA,NA,NA
646.453,NA,NA,NA,NA,Positive,9.062206129,13.06220613,NA,NA,NA,NA
646.5047,NA,NA,NA,NA,Positive,21.15489962,25.55505646,NA,NA,NA,NA
646.541,NA,NA,NA,NA,Positive,20.0468415,24.88905557,NA,NA,NA,NA
647.4288,NA,NA,NA,NA,Positive,20.24254203,24.43461732,NA,NA,NA,NA
648.3871,NA,NA,NA,NA,Positive,4.636508648,9.468132243,NA,NA,NA,NA
648.4687,NA,NA,NA,NA,Positive,10.43747763,14.43747763,NA,NA,NA,NA
648.5203,NA,NA,NA,NA,Positive,21.71511919,26.1312823,NA,NA,NA,NA
648.5567,NA,NA,NA,NA,Positive,21.2259412,25.66389252,NA,NA,NA,NA
649.4444,NA,NA,NA,NA,Positive,20.59468005,25.20291844,NA,NA,NA,NA
650.4028,NA,NA,NA,NA,Positive,5.982946849,9.982946849,NA,NA,NA,NA
650.4784,NA,NA,NA,NA,Positive,15.06093419,19.46519695,NA,NA,NA,NA
650.4843,NA,NA,NA,NA,Positive,12.28427079,17.10943369,NA,NA,NA,NA
650.536,NA,NA,NA,NA,Positive,22.27533876,26.89958343,NA,NA,NA,NA
650.5724,NA,NA,NA,NA,Positive,22.43872947,26.84299222,NA,NA,NA,NA
651.4601,NA,NA,NA,NA,Positive,21.15489962,25.55505646,NA,NA,NA,NA
652.4061,NA,NA,NA,NA,Positive,4.739924264,8.739924264,NA,NA,NA,NA
